"vendor_cn_date","debit_note_number","key","billed_quantity","month","vendor_name"
2024-10-15,DN201006332,"370_559_TF23E192",2,Oct-2024,K B SHAH AND CO
2024-10-15,DN201006339,"370_608_AA2040",1,Oct-2024,K B SHAH AND CO
2024-10-15,DN201006352,"370_6134_211211159",27,Oct-2024,K B SHAH AND CO
2024-10-15,DN201006339,"370_719_GT12682",1,Oct-2024,K B SHAH AND CO
2024-10-15,DN201006352,"370_7214_CT12432",1,Oct-2024,K B SHAH AND CO
2024-10-15,DN201006333,"370_7369_GLND22005",4,Oct-2024,K B SHAH AND CO
2024-10-15,DN201006340,"370_7883_Z06AM22020",2,Oct-2024,K B SHAH AND CO
2024-10-15,DN201006332,"370_844_SID3440A",2,Oct-2024,K B SHAH AND CO
2024-10-15,DN201006333,"370_8966_NZB22033",1,Oct-2024,K B SHAH AND CO
2024-10-15,DN201006332,"370_9128_GKD1896A",1,Oct-2024,K B SHAH AND CO
2024-10-15,DN201006340,"370_9481_D91W010",4,Oct-2024,K B SHAH AND CO
2024-10-15,DN201005725,"371_15110_CZA014001",2,Oct-2024,K.CHIMANLAL  CO
2024-10-15,DN201006231,"399_11536_GKF0480A",5,Oct-2024,SHAH KOTHARI BROS
2024-10-16,DN201005738,"342_7058_O801",1,Oct-2024,J.R.SHAH AND COMPANY
2024-10-16,DN201005731,"356_13887_2537K006",1,Oct-2024,ATUL MEDICAL AGENCY
2024-10-16,DN201005733,"370_20133_ACRW23002",1,Oct-2024,K B SHAH AND CO
2024-10-16,DN201005729,"370_20463_ECOX4007",1,Oct-2024,K B SHAH AND CO
2024-10-16,DN201005736,"371_14838_SC24139",1,Oct-2024,K.CHIMANLAL  CO
2024-10-16,DN201005743,"371_3260_AL711",1,Oct-2024,K.CHIMANLAL  CO
2024-10-16,DN201005735,"386_19921_DAAS0027",1,Oct-2024,PARAS DISTRIBUTORS
2024-10-16,DN201005741,"388_2985_240610503",86,Oct-2024,PHARMA DISTRIBUTOR
2024-10-16,DN201005732,"388_564_4SA1665",1,Oct-2024,PHARMA DISTRIBUTOR
2024-10-16,DN201005737,"400_2017_N2401337",1,Oct-2024,SHAH MEDICAL STORE
2024-10-16,DN201005730,"401_5828_HTJ053002AS",1,Oct-2024,SHARDA MEDICAL AGENCY (E)
2024-10-16,DN201005734,"424_13448_2893L004",3,Oct-2024,MONO PHARMACARE LIMITED
2024-10-16,DN201005751,"424_13448_2893L004",3,Oct-2024,MONO PHARMACARE LIMITED
2024-10-17,DN201005922,"322_15452_Z12214",2,Oct-2024,AHMEDABAD MEDICAL CORPORATION
2024-10-17,DN201005922,"322_18800_EMV221796A",2,Oct-2024,AHMEDABAD MEDICAL CORPORATION
2024-10-17,DN201005922,"322_3026_KFZ0523",1,Oct-2024,AHMEDABAD MEDICAL CORPORATION
2024-10-17,DN201005744,"370_13708_I402066",1,Oct-2024,K B SHAH AND CO
2024-10-17,DN201005747,"370_7286_H6HSX001",3,Oct-2024,K B SHAH AND CO
2024-10-17,DN201005748,"371_4624_OOOOO",2,Oct-2024,K.CHIMANLAL  CO
2024-10-17,DN201005746,"388_3872_4SN1561",1,Oct-2024,PHARMA DISTRIBUTOR
2024-10-17,DN201006227,"399_10676_2BF9J004",4,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006227,"399_11470_N2103032",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006227,"399_11790_HRIDL0822",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006227,"399_11917_N2103201",2,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006228,"399_11929_B020164",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201005745,"399_11930_24441421",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006228,"399_12432_AJ20141",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006227,"399_13213_I204431",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006227,"399_13517_2F90J002",45,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006225,"399_1357_23S1GTA482",3,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_13624_U102527",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_13671_2DD1H004",15,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_13671_2DD1H005",6,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_13674_2J79J004",2,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_13674_2J79J005",6,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_14293_EC10890",2,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006228,"399_14561_673H020",12,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_14776_SB20564",3,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_14781_SB20461",5,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_14781_SB20469",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_1497_K2102431",2,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006228,"399_15190_ZVS23193",2,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_15325_GKD2033A",2,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_16260_BA30961",2,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_16796_ZHZ0060",5,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006228,"399_3460_532307D7",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_3771_BA23464",2,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006228,"399_3858_AB2041",4,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_3962_DD123192",3,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_4506_2HG3J007",2,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_5075_TT22156",3,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_5076_TT22141",3,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_5076_TT22161",3,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_5111_2232015F",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006228,"399_5423_GN8215",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_5473_8R78",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_5958_GKD2017A",3,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006228,"399_6205_252201094",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_6242_22510613",3,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_7994_MPE231856",3,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_9033_N2301273",5,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_9121_56TNL051",6,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_9155_VI23015",4,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006226,"399_9361_U202451",1,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006229,"399_9475_D71W006",4,Oct-2024,SHAH KOTHARI BROS
2024-10-17,DN201006066,"407_10146_HBEA2048",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006072,"407_10278_PNT22014ES",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_10306_632SPL2307F",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006066,"407_10808_ADH0201",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006072,"407_10952_23412V",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006068,"407_11182_E2103770",7,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006068,"407_11400_N2203379",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_11525_PCH1121",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_1160_2208001860",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_1165_AZ3685002",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_12119_Z05CO22012",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006066,"407_12241_SML104",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006027,"407_12429_ZLE3AP2005",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_12429_ZLE3AP2005",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_12762_05221107",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006066,"407_12919_Y07CPAR2",3,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006073,"407_12983_2208001706",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_13103_MDJ0039",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006066,"407_13134_TN221206",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_1338_MH3059",8,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_13422_GTT22022A",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_13780_AJH0095",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006027,"407_13804_1230701",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006066,"407_14259_VLB21007",16,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_14315_N2203437",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_14449_B1AAP028",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006068,"407_14678_SGB244",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_15003_K2102145",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006066,"407_15584_22443390",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_15767_689SJ2203",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_16637_SA2143",3,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_16762_FH2861023",4,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006027,"407_16762_FH2861023",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006072,"407_16819_X39575",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006072,"407_17250_E2200154",6,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_17513_HE241122",3,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_17648_23S2GTB197",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006068,"407_17865_XTQS22003",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_17956_PRKAJ22",9,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006072,"407_18191_GTW22016A",3,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006073,"407_18191_GTW22016A",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006066,"407_18568_T23E595A",3,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006027,"407_1864_258U2253",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006027,"407_1867_596T2244",4,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006072,"407_18858_EMV221687B",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006027,"407_19140_MT231406",3,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006066,"407_19162_2220483",6,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_19558_4230089",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_2615_OO11",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006068,"407_2923_CTZ002",3,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_3152_DY2791005",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_3364_N300680",5,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_3473_63220037",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_4155_OO79",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006027,"407_4155_OO88",4,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006072,"407_4274_SSG0232",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006066,"407_4418_N2103398",7,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006066,"407_4433_KEC21004B",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006066,"407_4438_KEP2204A",7,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006072,"407_4486_S22L008",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_4676_JC009",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_4758_I1303141",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006068,"407_4759_W004251",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006068,"407_4993_N2103237",7,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006072,"407_507_HTG0186",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006068,"407_5328_N2103255",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006027,"407_5425_22510670",3,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_5425_22510670",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006027,"407_5435_22443535",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_588_TAN2208A",6,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006027,"407_6018_A220350",3,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_618_22211V",6,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_6326_OOO3",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_6327_OO07",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006072,"407_6553_PCG0922",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006068,"407_6577_IO101122",18,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_6903_51220550",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_7256_K2102314",3,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006040,"407_7425_A22169SD",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006027,"407_7786_MVT22004",2,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_788_ARKS0014",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_7893_MZA22006",16,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006027,"407_7910_MEOD2327",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006068,"407_8671_KMG2204B",4,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006065,"407_8719_UN22001GJ",3,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006066,"407_871_K2202557",3,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006072,"407_9643_K2102416",6,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006068,"407_9866_22443283",1,Oct-2024,SHRIJI PHARMA
2024-10-17,DN201006595,"411_11290_PHNBG51",2,Oct-2024,V S MEDICAL STORES
2024-10-17,DN201006071,"413_10600_K2400550",1,Oct-2024,UNITY AGENCY
2024-10-17,DN201006110,"413_7680_GTE2800A",1,Oct-2024,UNITY AGENCY
2024-10-17,DN201005749,"417_6969_K2401113",1,Oct-2024,VPD MEDI INDIA PRIVATE LIMITED
2024-10-17,DN201005798,"424_253_50220172",3,Oct-2024,MONO PHARMACARE LIMITED
2024-10-17,DN201005798,"424_3368_M23061",1,Oct-2024,MONO PHARMACARE LIMITED
2024-10-17,DN201005798,"424_3460_DEM23004",1,Oct-2024,MONO PHARMACARE LIMITED
2024-10-17,DN201005798,"424_5112_2395012F",4,Oct-2024,MONO PHARMACARE LIMITED
2024-10-17,DN201005798,"424_6438_PCH0977",1,Oct-2024,MONO PHARMACARE LIMITED
2024-10-17,DN201005798,"424_9145_RF1222037",1,Oct-2024,MONO PHARMACARE LIMITED
2024-10-17,DN201005798,"424_9878_ABMD0003",1,Oct-2024,MONO PHARMACARE LIMITED
2024-10-18,DN201006237,"399_1247_K2300858",5,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006249,"399_13826_JKGP23012",3,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006178,"399_15037_OD34K019",3,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006236,"399_15815_A23152SU",8,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006246,"399_18610_23I1834",1,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006242,"399_19432_AA035",1,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006177,"399_19818_AGMN23001",2,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006233,"399_19818_GGMN22002",1,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006255,"399_20150_EMV240232A",7,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006234,"399_20174_GATV23003",2,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006243,"399_23505_BIUB23035",1,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006253,"399_318_PVMAG19",4,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006254,"399_3653_SIE2418A",2,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006235,"399_4220_T241189",3,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006252,"399_5153_AFTL24008",1,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006232,"399_5310_24S2GTA001",2,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006248,"399_6262_FJA0037",2,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006250,"399_6592_N2302959",2,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006238,"399_7690_LGCC23004",1,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201006251,"399_994_23S2GCA995",5,Oct-2024,SHAH KOTHARI BROS
2024-10-18,DN201005752,"407_146_ACE02",1,Oct-2024,SHRIJI PHARMA
2024-10-19,DN201005756,"322_3302_I402833",1,Oct-2024,AHMEDABAD MEDICAL CORPORATION
2024-10-19,DN201005764,"343_14431_RBIB24018",21,Oct-2024,JINESHWAR PHARMA LLP
2024-10-19,DN201005755,"370_19224_PGA0081",3,Oct-2024,K B SHAH AND CO
2024-10-19,DN201005760,"370_22212_SY09923K",1,Oct-2024,K B SHAH AND CO
2024-10-19,DN201005759,"371_13957_ST241817",1,Oct-2024,K.CHIMANLAL  CO
2024-10-19,DN201005765,"371_14975_PGTAC13",1,Oct-2024,K.CHIMANLAL  CO
2024-10-19,DN201005759,"371_19024_18241491A",1,Oct-2024,K.CHIMANLAL  CO
2024-10-19,DN201005765,"371_23429_G23023",5,Oct-2024,K.CHIMANLAL  CO
2024-10-19,DN201005763,"371_4624_EFM258",2,Oct-2024,K.CHIMANLAL  CO
2024-10-19,DN201006272,"399_10106_PST23043",11,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006182,"399_10303_PR240202",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006275,"399_12185_SC3013",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006275,"399_12185_SC3016",7,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006277,"399_12228_SBL2210",2,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006276,"399_12836_L1523559",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006276,"399_12836_L1524018",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006270,"399_12963_U302895",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006271,"399_12963_UA00247",2,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006258,"399_13592_GTE0932A",14,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006269,"399_13718_GTF0534A",7,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006256,"399_14281_N2400382",7,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006179,"399_14756_TUA80",2,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006280,"399_15916_TL23048",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201005761,"399_16116_BA33316",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006181,"399_17149_S24109402C",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006290,"399_18857_BSSL23005",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006289,"399_19765_OND23249SR",5,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006273,"399_20094_SXE2196A",2,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006183,"399_20225_KPN2309A",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006278,"399_2095_CACY23002",2,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006284,"399_223_3CAS024",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006261,"399_23054_GTF1455A",15,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006279,"399_23262_BH500",27,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006286,"399_23424_24250065",6,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006274,"399_2842_WM009",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006264,"399_3783_SPH231345",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006291,"399_3897_ZF3004",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006283,"399_4227_FA3803002",2,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006282,"399_4227_FA3803002",2,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006262,"399_5704_2308001188",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006281,"399_6041_W21381",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006268,"399_6047_24S2HTA247",2,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006287,"399_6123_M4062",2,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006180,"399_631_K2301222",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006260,"399_6347_RGA0165",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006292,"399_6536_EB40020",4,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006266,"399_6919_GKE1355A",6,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006265,"399_7301_J304788",1,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006285,"399_7664_ELLG2368A",2,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006259,"399_7780_KAJ2401A",11,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006288,"399_809_22SAR396",7,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201006263,"399_8383_MFE23002",4,Oct-2024,SHAH KOTHARI BROS
2024-10-19,DN201005757,"401_14406_BZD3178",1,Oct-2024,SHARDA MEDICAL AGENCY (E)
2024-10-19,DN201005757,"401_4382_K2401145",1,Oct-2024,SHARDA MEDICAL AGENCY (E)
2024-10-19,DN201005758,"407_15716_AYK0130",1,Oct-2024,SHRIJI PHARMA
2024-10-19,DN201005762,"413_14604_P2406016",1,Oct-2024,UNITY AGENCY
2024-10-19,DN201005754,"417_19209_4NG411",1,Oct-2024,VPD MEDI INDIA PRIVATE LIMITED
2024-10-21,DN201005789,"370_20463_ECOX4007",1,Oct-2024,K B SHAH AND CO
2024-10-21,DN201005789,"370_7990_MPA240022",1,Oct-2024,K B SHAH AND CO
2024-10-21,DN201005786,"399_16116_4BA1580",1,Oct-2024,SHAH KOTHARI BROS
2024-10-21,DN201005791,"401_14387_K2401099",1,Oct-2024,SHARDA MEDICAL AGENCY (E)
2024-10-21,DN201005791,"401_1702_VI24008",3,Oct-2024,SHARDA MEDICAL AGENCY (E)
2024-10-21,DN201005790,"401_3400_DMBS0096",2,Oct-2024,SHARDA MEDICAL AGENCY (E)
2024-10-21,DN201005790,"401_7329_106240405",1,Oct-2024,SHARDA MEDICAL AGENCY (E)
2024-10-21,DN201005770,"407_3137_VS232203",1,Oct-2024,SHRIJI PHARMA
2024-10-21,DN201005793,"407_3137_VS232204",1,Oct-2024,SHRIJI PHARMA
2024-10-21,DN201005788,"407_3685_DTCS0029",1,Oct-2024,SHRIJI PHARMA
2024-10-21,DN201005788,"407_3685_DTCS0031",1,Oct-2024,SHRIJI PHARMA
2024-10-21,DN201005787,"407_6434_INA24004",1,Oct-2024,SHRIJI PHARMA
2024-10-21,DN201006111,"413_14604_P2406016",1,Oct-2024,UNITY AGENCY
2024-10-21,DN201005792,"417_3402_DMSY0122",1,Oct-2024,VPD MEDI INDIA PRIVATE LIMITED
2024-10-22,DN201005808,"345_13949_RTN240353",11,Oct-2024,HARIKRUPA CHEMIST
2024-10-22,DN201005809,"345_15482_ES0006",288,Oct-2024,HARIKRUPA CHEMIST
2024-10-22,DN201005807,"371_11791_B0230116A",1,Oct-2024,K.CHIMANLAL  CO
2024-10-22,DN201005796,"399_5456_KGB2314A",9,Oct-2024,SHAH KOTHARI BROS
2024-10-22,DN201005795,"407_146_ACE02",1,Oct-2024,SHRIJI PHARMA
2024-10-23,DN201005842,"343_16728_3F031AHC",15,Oct-2024,JINESHWAR PHARMA LLP
2024-10-23,DN201005820,"345_9602_T4003",42,Oct-2024,HARIKRUPA CHEMIST
2024-10-23,DN201005846,"359_23618_23S1GTA085",8,Oct-2024,D K PHARMA
2024-10-23,DN201005838,"370_17211_PCVAR13",1,Oct-2024,K B SHAH AND CO
2024-10-23,DN201005840,"370_18337_GLNN24006",1,Oct-2024,K B SHAH AND CO
2024-10-23,DN201005840,"370_22187_D594569AP",5,Oct-2024,K B SHAH AND CO
2024-10-23,DN201005840,"370_7990_MPF242337",1,Oct-2024,K B SHAH AND CO
2024-10-23,DN201005826,"371_1339_KA23022",6,Oct-2024,K.CHIMANLAL  CO
2024-10-23,DN201005826,"371_1910_XT240017",2,Oct-2024,K.CHIMANLAL  CO
2024-10-23,DN201005826,"371_391_E041223",1,Oct-2024,K.CHIMANLAL  CO
2024-10-23,DN201005835,"371_4624_EFM258",2,Oct-2024,K.CHIMANLAL  CO
2024-10-23,DN201005826,"371_4970_FSR005E",8,Oct-2024,K.CHIMANLAL  CO
2024-10-23,DN201005845,"378_19298_GV034001AS",1,Oct-2024,MAHESH MEDICAL STORES
2024-10-23,DN201005818,"396_2919_N220179B",6,Oct-2024,S S HEALTHCARE
2024-10-23,DN201005837,"399_12001_14TSD289",1,Oct-2024,SHAH KOTHARI BROS
2024-10-23,DN201005822,"399_18116_CRAL23008",1,Oct-2024,SHAH KOTHARI BROS
2024-10-23,DN201005823,"401_10499_P1502403",4,Oct-2024,SHARDA MEDICAL AGENCY (E)
2024-10-23,DN201005843,"401_3413_DIKS0013",1,Oct-2024,SHARDA MEDICAL AGENCY (E)
2024-10-23,DN201005836,"407_19892_PVOBY04",10,Oct-2024,SHRIJI PHARMA
2024-10-23,DN201005836,"407_19892_PVOBY05",1,Oct-2024,SHRIJI PHARMA
2024-10-23,DN201005836,"407_636_K2400037",3,Oct-2024,SHRIJI PHARMA
2024-10-23,DN201005841,"407_7436_2428002O",1,Oct-2024,SHRIJI PHARMA
