PN_Date,CN_Date,Pick_Note,Credit_Note,Key,Vendor,Original_PN_Qty,Original_CN_Qty,PN_Qty,CN_Qty,PN_Remaining,CN_Remaining,Remarks
2024-10-06,,PR201008156,,341_5966_CEY1155,DHRUVI PHARMA PVT LTD,1,0,1,0,1,0,PN Exceeds
2024-10-10,,PR201008284,,386_1105_SSG0256,PARAS DISTRIBUTORS,9,0,9,0,9,0,PN Exceeds
,2024-09-13,,DN201005830,399_4047_N2103007,SHAH KOTHARI BROS,0,4,0,4,0,4,CN Exceeds
,2024-09-16,,DN201005620,407_3970_20010V,SHRIJI PHARMA,0,20,0,20,0,20,CN Exceeds
2024-10-10,2024-11-17,PR201008254,DN201006446,357_14559_083E050,DHRUVI HEALTHCARE PVT LTD,1,1,1,1,0,0,Exact Match
2024-12-18,,PR201009215,,397_9730_M11CJ22014,SANJIVANI MEDICINES PRIVATE LIMITED,1,0,1,0,1,0,PN Exceeds
,2024-11-20,,DN201006507,356_1589_V2201040,ATUL MEDICAL AGENCY,0,2,0,2,0,2,CN Exceeds
2024-11-06,2024-11-27,PR201008557,DN201006535,399_3660_22441648,SHAH KOTHARI BROS,5,5,5,5,0,0,Exact Match
2024-11-14,2024-11-17,PR201008655,DN201006448,357_17658_U22100,DHRUVI HEALTHCARE PVT LTD,3,3,3,3,0,0,Exact Match
2024-12-18,2024-12-19,PR201009224,DN301006723,357_17658_U22100,DHRUVI HEALTHCARE PVT LTD,4,4,4,4,0,0,Exact Match
2024-12-12,2024-12-18,PR201009065,DN301006924,370_11385_GKE0140A,K B SHAH AND CO,3,3,3,3,0,0,Exact Match
2024-12-18,,PR201009233,,370_11385_GKE0140A,K B SHAH AND CO,3,0,0,0,3,0,PN Exceeds
2024-10-10,,PR201008259,,370_11692_FHZ0820,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-12-26,,PR201009322,,370_11692_FHZ0820,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-10-06,2024-10-11,PR201008172,DN201006295,370_6530_083F122,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-11-07,2024-11-15,PR201008584,DN201006652,370_9613_SID2924A,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-12,,PR201009100,,399_11692_FHA0369,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
,2024-10-02,,DN201006143,370_15686_2208200,K B SHAH AND CO,0,2,0,2,0,2,CN Exceeds
,2024-09-11,,DN201005774,399_5286_129761,SHAH KOTHARI BROS,0,2,0,2,0,2,CN Exceeds
,2024-09-11,,DN201005773,399_9342_33TNF003,SHAH KOTHARI BROS,0,5,0,5,0,5,CN Exceeds
,2024-10-01,,DN201005994,388_12093_SA22852,PHARMA DISTRIBUTOR,0,1,0,1,0,1,CN Exceeds
,2024-10-01,,DN201005995,388_12093_SA22852,PHARMA DISTRIBUTOR,0,1,0,1,0,1,CN Exceeds
,2024-09-25,,DN201005676,413_3828_M22184004,UNITY AGENCY,0,1,0,1,0,1,CN Exceeds
2024-10-06,2024-10-15,PR201008177,DN201006340,370_5126_SA31226,K B SHAH AND CO,10,9,9,9,1,0,PN Exceeds
,2024-09-25,,DN201005532,357_8257_AFB24819,DHRUVI HEALTHCARE PVT LTD,0,2,0,2,0,2,CN Exceeds
2024-11-07,2024-11-28,PR201008607,DN201006537,399_18815_PB20742,SHAH KOTHARI BROS,1,2,1,1,0,1,CN Exceeds
2024-10-04,2024-11-09,PR201008096,DN201006039,370_7021_PKNAD90,K B SHAH AND CO,3,3,3,3,0,0,Exact Match
2024-10-06,,PR201008169,,370_15547_FP6008,K B SHAH AND CO,3,0,3,0,3,0,PN Exceeds
2024-11-06,,PR201008544,,370_15547_FP6008,K B SHAH AND CO,4,0,4,0,4,0,PN Exceeds
2024-11-14,,PR201008666,,370_15547_FP6008,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-11-16,,PR201008743,,370_15547_FP6008,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-10-24,2024-10-25,PR201008463,DN201005898,401_13330_N2401036,SHARDA MEDICAL AGENCY (E),1,1,1,1,0,0,Exact Match
2024-10-06,2024-10-12,PR201008197,DN201006207,399_4685_GKC1957A,SHAH KOTHARI BROS,7,7,7,7,0,0,Exact Match
2024-10-10,2024-10-17,PR201008312,DN201006068,407_11182_E2103770,SHRIJI PHARMA,7,7,7,7,0,0,Exact Match
2024-12-12,,PR201009119,,400_9155_N23G05,SHAH MEDICAL STORE,5,0,5,0,5,0,PN Exceeds
2024-12-17,,PR201009203,,400_9155_N23G05,SHAH MEDICAL STORE,3,0,3,0,3,0,PN Exceeds
2024-12-18,,PR201009271,,400_9155_N23G05,SHAH MEDICAL STORE,1,0,1,0,1,0,PN Exceeds
2024-12-28,,PR201009361,,400_9155_N23G05,SHAH MEDICAL STORE,1,0,1,0,1,0,PN Exceeds
2024-12-12,,PR201009090,,386_23024_RT23002,PARAS DISTRIBUTORS,9,0,9,0,9,0,PN Exceeds
2024-12-17,,PR201009182,,370_9468_B12W078,K B SHAH AND CO,2,0,2,0,2,0,PN Exceeds
2024-12-12,2024-12-16,PR201009124,DN301006849,407_4418_N2200138,SHRIJI PHARMA,6,6,6,6,0,0,Exact Match
2024-12-17,2024-12-20,PR201009205,DN301006841,407_4418_N2200138,SHRIJI PHARMA,3,3,3,3,0,0,Exact Match
2024-12-12,,PR201009092,,388_6609_230710519,PHARMA DISTRIBUTOR,2,0,2,0,2,0,PN Exceeds
2024-11-27,2024-11-28,PR201008917,DN201006304,421_6797_G2024006,PARSHWA ENTERPRISE,2,2,2,2,0,0,Exact Match
2024-10-03,2024-10-03,PR201008026,DN201005616,371_10878_MSG24011,K.CHIMANLAL  CO,2,2,2,2,0,0,Exact Match
2024-12-06,,PR201008985,,388_17627_PRF24001SS,PHARMA DISTRIBUTOR,3,0,3,0,3,0,PN Exceeds
,2025-01-17,,DN301006894,322_7158_GTF1717A,AHMEDABAD MEDICAL CORPORATION,0,3,0,3,0,3,CN Exceeds
,2024-09-01,,DN201005466,388_17148_220610416,PHARMA DISTRIBUTOR,0,1,0,1,0,1,CN Exceeds
2024-11-20,,PR201008866,,399_5887_4009427,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
,2024-09-10,,DN201005577,370_12094_SA22878,K B SHAH AND CO,0,4,0,4,0,4,CN Exceeds
2024-11-07,2024-11-19,PR201008600,DN201006525,399_3272_TOR22L057,SHAH KOTHARI BROS,1,7,1,1,0,6,CN Exceeds
2024-11-14,2024-11-28,PR201008703,DN201006556,399_3272_TOR22L057,SHAH KOTHARI BROS,7,1,7,7,0,0,Exact Match
2024-11-20,,PR201008866,,399_3272_TOR22L057,SHAH KOTHARI BROS,1,0,0,0,1,0,PN Exceeds
2024-11-20,,PR201008835,,399_3272_TOR22L057,SHAH KOTHARI BROS,1,0,0,0,2,0,PN Exceeds
2024-12-06,2024-12-10,PR201008989,DN301006887,378_1147_23S2GTB563,MAHESH MEDICAL STORES,3,3,3,3,0,0,Exact Match
2024-11-07,,PR201008599,,397_5100_AT041121,SANJIVANI MEDICINES PRIVATE LIMITED,2,0,2,0,2,0,PN Exceeds
2024-11-14,2024-11-20,PR201008682,DN201006581,386_6712_ZTZ22114,PARAS DISTRIBUTORS,2,2,2,2,0,0,Exact Match
2024-12-17,,PR201009183,,370_10033_GH6994,K B SHAH AND CO,2,0,2,0,2,0,PN Exceeds
2024-12-26,,PR201009323,,370_10033_GH6994,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-12-12,,PR201009106,,399_6968_N2200031,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
2024-12-17,,PR201009199,,399_6968_N2200031,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
2024-12-18,,PR201009267,,399_6968_N2200031,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
2024-12-26,,PR201009318,,399_6968_N2200031,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
,2024-09-14,,DN201006056,386_8981_2203,PARAS DISTRIBUTORS,0,1,0,1,0,1,CN Exceeds
2024-10-10,2024-11-19,PR201008259,DN301006743,370_549_AMES0075,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-11-07,,PR201008577,,370_549_AMES0075,K B SHAH AND CO,1,0,0,0,1,0,PN Exceeds
2024-11-16,2024-12-09,PR201008795,DN301006706,407_17709_U22102,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
2024-10-23,,PR201008421,,375_3360_2307237901,MAHENDRA MEDICINES,3,0,3,0,3,0,PN Exceeds
2024-11-14,,PR201008690,,396_6481_V21ITF40023,S S HEALTHCARE,2,0,2,0,2,0,PN Exceeds
2024-11-22,2024-11-23,PR201008889,DN201006173,370_20173_RRM2401,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
,2024-11-28,,DN201006307,370_20173_RRM2401,K B SHAH AND CO,0,1,0,0,0,1,CN Exceeds
,2024-09-16,,DN201005643,407_3054_3CD0368,SHRIJI PHARMA,0,1,0,1,0,1,CN Exceeds
2024-11-14,,PR201008680,,380_8790_M27577,MAYUR MEDICAL AGENCY PRIVATE LIMITED,1,0,1,0,1,0,PN Exceeds
2024-10-23,,PR201008435,,400_3741_M779J036,SHAH MEDICAL STORE,9,0,9,0,9,0,PN Exceeds
2024-11-14,,PR201008709,,400_4749_2281J008,SHAH MEDICAL STORE,2,0,2,0,2,0,PN Exceeds
2024-10-10,2024-11-08,PR201008259,DN201006523,370_567_BA22161,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-11-14,2024-11-19,PR201008664,DN301006775,370_13850_28024365,K B SHAH AND CO,4,4,4,4,0,0,Exact Match
2024-11-19,2024-11-19,PR201008825,DN201006141,359_19683_2T24018,D K PHARMA,4,4,4,4,0,0,Exact Match
,2024-11-28,,DN201006555,399_8892_68220093,SHAH KOTHARI BROS,0,4,0,4,0,4,CN Exceeds
2024-12-12,,PR201009063,,370_3709_18230009,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-12-17,,PR201009183,,370_3709_18230009,K B SHAH AND CO,2,0,2,0,2,0,PN Exceeds
2024-12-17,,PR201009195,,399_1934_MA498,SHAH KOTHARI BROS,5,0,5,0,5,0,PN Exceeds
2024-12-12,,PR201009056,,369_1258_PMH0001,K S PHARMA,2,0,2,0,2,0,PN Exceeds
2024-12-17,,PR201009175,,356_3504_2T15H016,ATUL MEDICAL AGENCY,1,0,1,0,1,0,PN Exceeds
2024-12-17,,PR201009188,,378_5648_GGS222001,MAHESH MEDICAL STORES,3,0,3,0,3,0,PN Exceeds
2024-11-14,,PR201008686,,388_11641_1221155,PHARMA DISTRIBUTOR,1,0,1,0,1,0,PN Exceeds
2024-10-06,2024-10-11,PR201008176,DN201006196,370_22549_ICH0318,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-10-10,2024-10-12,PR201008295,DN201006224,399_7108_D2301234,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
2024-10-23,2024-11-28,PR201008431,DN201006552,399_7108_D2301234,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
2024-12-12,,PR201009105,,399_14136_OEW9K002,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
,2024-09-11,,DN201005783,399_5860_28022557,SHAH KOTHARI BROS,0,18,0,18,0,18,CN Exceeds
2024-11-16,2024-11-20,PR201008774,DN201006366,378_19986_BUA0037,MAHESH MEDICAL STORES,8,8,8,8,0,0,Exact Match
2024-12-06,,PR201008982,,407_18709_MNG23008,SHRIJI PHARMA,3,0,3,0,3,0,PN Exceeds
2024-11-20,,PR201008867,,399_1620_BRC12006C,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
,2024-09-17,,DN201005825,399_12001_14TSD221,SHAH KOTHARI BROS,0,1,0,1,0,1,CN Exceeds
,2024-09-02,,DN201005116,375_3919_4008816,MAHENDRA MEDICINES,0,2,0,2,0,2,CN Exceeds
,2024-09-02,,DN201005150,375_3919_4008816,MAHENDRA MEDICINES,0,4,0,4,0,4,CN Exceeds
,2024-09-02,,DN201005115,375_3919_4008816,MAHENDRA MEDICINES,0,7,0,7,0,7,CN Exceeds
,2024-12-02,,DN201006472,375_3919_4008816,MAHENDRA MEDICINES,0,3,0,3,0,3,CN Exceeds
2024-11-20,,PR201008856,,378_15522_2LB9J037,MAHESH MEDICAL STORES,1,0,1,0,1,0,PN Exceeds
2024-11-06,2024-11-08,PR201008545,DN201006356,370_211_CAD786,K B SHAH AND CO,4,4,4,4,0,0,Exact Match
2024-12-12,,PR201009105,,399_5860_28022784,SHAH KOTHARI BROS,3,0,3,0,3,0,PN Exceeds
2024-12-17,,PR201009199,,399_5860_28022784,SHAH KOTHARI BROS,6,0,6,0,6,0,PN Exceeds
,2024-09-20,,DN201005864,370_2333_GT15352,K B SHAH AND CO,0,1,0,1,0,1,CN Exceeds
2024-12-20,2024-12-20,PR201009296,DN201006563,375_18116_CRAL24002,MAHENDRA MEDICINES,1,1,1,1,0,0,Exact Match
,2024-09-03,,DN201005140,371_18821_DY3624002,K.CHIMANLAL  CO,0,4,0,4,0,4,CN Exceeds
2024-11-07,2024-12-09,PR201008612,DN301006869,407_11516_24612V,SHRIJI PHARMA,2,2,2,2,0,0,Exact Match
2024-10-06,2024-12-09,PR201008216,DN301006891,413_17779_ST6307,UNITY AGENCY,2,2,2,2,0,0,Exact Match
2024-10-10,2024-10-11,PR201008320,DN201005704,370_1941_O523,K B SHAH AND CO,2,2,2,2,0,0,Exact Match
2024-11-07,2024-11-20,PR201008594,DN201006581,386_9959_DS271122,PARAS DISTRIBUTORS,2,2,2,2,0,0,Exact Match
2024-12-06,2024-12-07,PR201009005,DN201006417,401_1087_AVCS0082,SHARDA MEDICAL AGENCY (E),1,1,1,1,0,0,Exact Match
2024-10-24,2024-10-25,PR201008462,DN201005897,407_4423_K2400471,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
,2024-11-17,,DN201006448,357_13526_37422052,DHRUVI HEALTHCARE PVT LTD,0,1,0,1,0,1,CN Exceeds
2024-10-07,2024-10-07,PR201008218,DN201005670,371_4328_E186,K.CHIMANLAL  CO,1,1,1,1,0,0,Exact Match
2024-12-06,2024-12-10,PR201008989,DN301006887,378_3866_LC23I1036C,MAHESH MEDICAL STORES,6,6,6,6,0,0,Exact Match
,2024-10-05,,DN201006070,407_1504_BGR1479D,SHRIJI PHARMA,0,1,0,1,0,1,CN Exceeds
2024-12-18,,PR201009269,,400_3270_2X84K022,SHAH MEDICAL STORE,1,0,1,0,1,0,PN Exceeds
,2025-01-21,,DN301006900,370_1656_SOT6469D,K B SHAH AND CO,0,1,0,1,0,1,CN Exceeds
2024-12-18,,PR201009230,,370_15807_543H001,K B SHAH AND CO,2,0,2,0,2,0,PN Exceeds
2024-12-12,,PR201009089,,386_14677_SGC301,PARAS DISTRIBUTORS,1,0,1,0,1,0,PN Exceeds
2024-12-17,,PR201009191,,386_14677_SGC301,PARAS DISTRIBUTORS,2,0,2,0,2,0,PN Exceeds
2024-12-27,,PR201009328,,386_14677_SGC301,PARAS DISTRIBUTORS,1,0,1,0,1,0,PN Exceeds
2024-11-06,,PR201008552,,388_2401_SB21277,PHARMA DISTRIBUTOR,1,0,1,0,1,0,PN Exceeds
2024-11-16,,PR201008779,,388_2401_SB21277,PHARMA DISTRIBUTOR,2,0,2,0,2,0,PN Exceeds
,2024-09-25,,DN201005676,413_12341_A21244SD,UNITY AGENCY,0,1,0,1,0,1,CN Exceeds
2024-10-10,2024-10-11,PR201008264,DN201006185,370_1506_PFOAU33,K B SHAH AND CO,5,5,5,5,0,0,Exact Match
2024-11-07,2024-11-19,PR201008582,DN301006772,370_1506_PFOAU33,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
,2024-09-21,,DN201006063,386_3503_CLC5J002,PARAS DISTRIBUTORS,0,1,0,1,0,1,CN Exceeds
2024-11-16,2024-12-09,PR201008795,DN301006706,407_15985_D220644,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
2024-10-06,2024-10-12,PR201008148,DN201006217,399_9033_N2301273,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
2024-10-10,2024-10-17,PR201008304,DN201006229,399_9033_N2301273,SHAH KOTHARI BROS,5,5,5,5,0,0,Exact Match
2024-10-23,2024-11-28,PR201008433,DN201006555,399_9033_N2301273,SHAH KOTHARI BROS,8,3,3,3,5,0,PN Exceeds
2024-11-07,2024-11-28,PR201008605,DN201006554,399_9033_N2301273,SHAH KOTHARI BROS,3,8,8,8,0,0,Exact Match
2024-11-14,2024-11-30,PR201008706,DN201006573,399_9033_N2301273,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
2024-10-06,2024-10-15,PR201008167,DN201006352,370_6134_211211159,K B SHAH AND CO,27,27,27,27,0,0,Exact Match
2024-11-06,2024-11-08,PR201008544,DN201006396,370_6134_211211159,K B SHAH AND CO,3,3,3,3,0,0,Exact Match
2024-11-14,2024-11-19,PR201008662,DN301006713,370_6134_211211159,K B SHAH AND CO,9,9,9,9,0,0,Exact Match
2024-12-12,,PR201009060,,370_6134_211211159,K B SHAH AND CO,3,0,0,0,3,0,PN Exceeds
2024-12-06,,PR201008984,,400_13760_TD23038D,SHAH MEDICAL STORE,2,0,2,0,2,0,PN Exceeds
2024-11-07,2024-12-09,PR201008611,DN301006867,407_8963_2328011H,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
2024-12-18,,PR201009240,,370_7326_372300056,K B SHAH AND CO,2,0,2,0,2,0,PN Exceeds
2024-12-18,,PR201009232,,370_10495_D65W013,K B SHAH AND CO,3,0,3,0,3,0,PN Exceeds
,2024-09-01,,DN201005462,388_3876_SN21345,PHARMA DISTRIBUTOR,0,1,0,1,0,1,CN Exceeds
2024-12-18,,PR201009236,,370_11319_01221212,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-10-06,2024-11-20,PR201008179,DN301006904,371_18134_2308027901,K.CHIMANLAL  CO,2,2,2,2,0,0,Exact Match
2024-10-10,2024-11-20,PR201008273,DN301006902,371_18134_2308027901,K.CHIMANLAL  CO,2,2,2,2,0,0,Exact Match
2024-12-06,2024-12-09,PR201008981,DN301006847,407_16967_EY3850015,SHRIJI PHARMA,6,6,6,6,0,0,Exact Match
2024-10-10,2024-11-25,PR201008310,DN201006620,404_1717_C2WCL13,SHRIJI DISTRIBUTORS,1,1,1,1,0,0,Exact Match
2024-10-03,2024-10-18,PR201008029,DN201006232,399_5310_24S2GTA001,SHAH KOTHARI BROS,2,2,2,2,0,0,Exact Match
2024-10-23,,PR201008411,,369_4805_ZLE3AF2010,K S PHARMA,2,0,2,0,2,0,PN Exceeds
2024-12-12,,PR201009120,,404_4356_D223018,SHRIJI DISTRIBUTORS,2,0,2,0,2,0,PN Exceeds
,2024-09-19,,DN201005856,370_17009_RFA0012,K B SHAH AND CO,0,1,0,1,0,1,CN Exceeds
2024-11-08,2024-11-08,PR201008621,DN201006034,400_4422_K2401427,SHAH MEDICAL STORE,1,1,1,1,0,0,Exact Match
2024-10-08,2024-10-08,PR201008235,DN201005683,399_13895_KTD2402A,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
2024-10-04,2024-11-07,PR201008098,DN201006030,370_6346_RGA0079,K B SHAH AND CO,3,3,3,3,0,0,Exact Match
,2024-09-13,,DN201005938,371_15778_DT2153,K.CHIMANLAL  CO,0,2,0,2,0,2,CN Exceeds
,2024-09-13,,DN201005937,371_15778_DT2153,K.CHIMANLAL  CO,0,6,0,6,0,6,CN Exceeds
,2024-09-24,,DN201005941,371_15778_DT2153,K.CHIMANLAL  CO,0,6,0,6,0,6,CN Exceeds
2024-12-05,2024-12-05,PR201008978,DN201006397,388_1392_JA00051,PHARMA DISTRIBUTOR,3,3,3,3,0,0,Exact Match
2024-12-12,,PR201009106,,399_7743_HRC23002A,SHAH KOTHARI BROS,7,0,7,0,7,0,PN Exceeds
,2024-09-11,,DN201005801,370_8889_FHY0691B,K B SHAH AND CO,0,2,0,2,0,2,CN Exceeds
2024-10-23,2024-10-23,PR201008450,DN201005845,378_19298_GV034001AS,MAHESH MEDICAL STORES,1,1,1,1,0,0,Exact Match
2024-10-23,2024-11-08,PR201008418,DN201006598,370_12609_J1397,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-11-06,,PR201008544,,370_5859_48017857,K B SHAH AND CO,4,0,4,0,4,0,PN Exceeds
2024-10-23,,PR201008412,,370_15247_052K025,K B SHAH AND CO,2,0,2,0,2,0,PN Exceeds
2024-10-23,2024-11-08,PR201008417,DN201006591,370_11302_SID3158A,K B SHAH AND CO,4,4,4,4,0,0,Exact Match
2024-12-18,,PR201009238,,370_12644_GKD0195B,K B SHAH AND CO,3,0,3,0,3,0,PN Exceeds
2024-12-17,,PR201009182,,370_7177_SN31393,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-10-29,2024-10-30,PR201008503,DN201005982,404_4433_18240430A,SHRIJI DISTRIBUTORS,1,1,1,1,0,0,Exact Match
,2024-11-15,,DN201006613,404_4433_18240430A,SHRIJI DISTRIBUTORS,0,1,0,0,0,1,CN Exceeds
2024-11-07,2024-11-20,PR201008591,DN201006369,378_13450_2EH9J002,MAHESH MEDICAL STORES,2,2,2,2,0,0,Exact Match
,2024-09-02,,DN201005150,375_9570_OD2202,MAHENDRA MEDICINES,0,1,0,1,0,1,CN Exceeds
2024-12-12,,PR201009116,,400_2559_2JC6K003,SHAH MEDICAL STORE,1,0,1,0,1,0,PN Exceeds
,2024-09-13,,DN201005830,399_497_2CR3H008,SHAH KOTHARI BROS,0,5,0,5,0,5,CN Exceeds
,2024-09-17,,DN201005913,399_3301_I103795,SHAH KOTHARI BROS,0,2,0,2,0,2,CN Exceeds
2024-11-07,,PR201008608,,400_13451_2932J013,SHAH MEDICAL STORE,3,0,3,0,3,0,PN Exceeds
,2024-09-19,,DN201006096,404_11671_GROB22002,SHRIJI DISTRIBUTORS,0,2,0,2,0,2,CN Exceeds
2024-10-18,2024-10-19,PR201008370,DN201005759,371_19024_18241491A,K.CHIMANLAL  CO,1,1,1,1,0,0,Exact Match
2024-10-28,2024-10-29,PR201008493,DN201005967,371_19024_18241491A,K.CHIMANLAL  CO,1,1,1,1,0,0,Exact Match
2024-10-23,2024-10-31,PR201008448,DN201006010,407_15585_14307W,SHRIJI PHARMA,6,6,6,6,0,0,Exact Match
2024-10-10,2024-12-01,PR201008285,DN301006683,388_13890_ID122008,PHARMA DISTRIBUTOR,2,2,2,2,0,0,Exact Match
,2024-10-05,,DN201006070,407_1357_23S1GTA270,SHRIJI PHARMA,0,2,0,2,0,2,CN Exceeds
,2024-09-17,,DN201005913,399_15335_N2202849N,SHAH KOTHARI BROS,0,11,0,11,0,11,CN Exceeds
,2024-09-11,,DN201005794,399_17853_MB11206,SHAH KOTHARI BROS,0,2,0,2,0,2,CN Exceeds
,2024-09-01,,DN201005463,388_3512_220810637,PHARMA DISTRIBUTOR,0,1,0,1,0,1,CN Exceeds
,2024-11-01,,DN201006297,388_3512_220810637,PHARMA DISTRIBUTOR,0,3,0,3,0,3,CN Exceeds
,2024-11-20,,DN201006507,356_6268_D466580,ATUL MEDICAL AGENCY,0,1,0,1,0,1,CN Exceeds
2024-10-04,2024-10-05,PR201008115,DN201005656,401_12984_2408000926,SHARDA MEDICAL AGENCY (E),1,1,1,1,0,0,Exact Match
2024-10-06,2024-10-17,PR201008212,DN201006072,407_16819_X39575,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
2024-11-29,2024-11-30,PR201008934,DN201006336,357_1495_V2400585,DHRUVI HEALTHCARE PVT LTD,1,1,1,1,0,0,Exact Match
,2025-01-17,,DN301006895,424_14127_C01123,MONO PHARMACARE LIMITED,0,2,0,2,0,2,CN Exceeds
2024-10-10,,PR201008302,,399_8176_BI0221001,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
2024-12-24,2024-12-24,PR201009308,DN201006608,388_13735_4240086,PHARMA DISTRIBUTOR,1,1,1,1,0,0,Exact Match
2024-12-13,2024-12-14,PR201009144,DN201006490,356_3286_V2400657,ATUL MEDICAL AGENCY,2,2,2,2,0,0,Exact Match
,2025-01-06,,DN301006745,356_3286_V2400657,ATUL MEDICAL AGENCY,0,1,0,0,0,1,CN Exceeds
2024-12-12,,PR201009100,,399_12755_GKD2128A,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
2024-12-12,2024-12-16,PR201009126,DN301006845,407_13594_TT437,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
2024-10-05,2024-10-05,PR201008118,DN201005647,371_11791_B0230107A,K.CHIMANLAL  CO,19,19,19,19,0,0,Exact Match
2024-12-12,,PR201009120,,404_5305_2212334AR,SHRIJI DISTRIBUTORS,1,0,1,0,1,0,PN Exceeds
2024-10-14,2024-10-14,PR201008340,DN201005722,357_4055_K2401499,DHRUVI HEALTHCARE PVT LTD,8,8,8,8,0,0,Exact Match
2024-10-23,2024-12-01,PR201008427,DN301006685,388_11681_221110923,PHARMA DISTRIBUTOR,1,1,1,1,0,0,Exact Match
2024-12-06,2025-01-17,PR201008986,DN301006916,386_17401_K4028,PARAS DISTRIBUTORS,1,1,1,1,0,0,Exact Match
2024-10-25,2024-10-25,PR201008478,DN201005916,407_11566_GA4220001,SHRIJI PHARMA,2,2,2,2,0,0,Exact Match
,2025-01-10,,DN301006829,322_26871_BRD231101,AHMEDABAD MEDICAL CORPORATION,0,1,0,1,0,1,CN Exceeds
,2024-09-14,,DN201005619,407_11134_V2302516,SHRIJI PHARMA,0,2,0,2,0,2,CN Exceeds
,2024-09-11,,DN201005596,357_17998_2C45J008,DHRUVI HEALTHCARE PVT LTD,0,2,0,2,0,2,CN Exceeds
2024-10-23,,PR201008411,,369_4099_N2203196,K S PHARMA,2,0,2,0,2,0,PN Exceeds
,2024-10-12,,DN201006220,370_6968_N2103067,K B SHAH AND CO,0,5,0,5,0,5,CN Exceeds
,2024-10-17,,DN201006068,407_2923_CTZ002,SHRIJI PHARMA,0,3,0,3,0,3,CN Exceeds
2024-10-10,2024-12-01,PR201008286,DN301006690,388_13227_221110925,PHARMA DISTRIBUTOR,3,6,3,3,0,3,CN Exceeds
2024-10-23,2024-12-01,PR201008427,DN301006689,388_13227_221110925,PHARMA DISTRIBUTOR,4,3,4,4,0,2,CN Exceeds
2024-11-07,2024-12-01,PR201008596,DN301006685,388_13227_221110925,PHARMA DISTRIBUTOR,6,4,6,6,0,0,Exact Match
2024-11-14,2024-12-01,PR201008685,DN301006687,388_13492_BA31428,PHARMA DISTRIBUTOR,3,3,3,3,0,0,Exact Match
2024-10-10,2024-11-17,PR201008254,DN201006446,357_16315_U202582,DHRUVI HEALTHCARE PVT LTD,3,3,3,3,0,0,Exact Match
2024-12-12,,PR201009121,,404_11465_N2200323,SHRIJI DISTRIBUTORS,1,0,1,0,1,0,PN Exceeds
,2024-09-14,,DN201005619,407_12874_GTAY22002,SHRIJI PHARMA,0,2,0,2,0,2,CN Exceeds
,2024-09-16,,DN201005645,407_12874_GTAY22002,SHRIJI PHARMA,0,1,0,1,0,1,CN Exceeds
2024-10-04,2024-11-07,PR201008098,DN201006030,370_20297_40060,K B SHAH AND CO,6,6,6,6,0,0,Exact Match
2024-10-30,2024-10-30,PR201008515,DN201005993,400_6991_2KB4J007,SHAH MEDICAL STORE,6,6,6,6,0,0,Exact Match
,2024-09-13,,DN201005834,399_3374_2217316IS,SHAH KOTHARI BROS,0,1,0,1,0,1,CN Exceeds
2024-12-17,,PR201009198,,399_5867_60000218,SHAH KOTHARI BROS,3,0,3,0,3,0,PN Exceeds
